Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
TC-JJI,41.0093,28.592,79,4575,233,2019-07-14 21:24:37.312397,30.600990702874796
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:37.312429,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:37.312458,9.418637124039439
TC-JJR,41.0017,29.3246,273,9800,247,2019-07-14 21:24:37.312487,56.57909766895209
TC-JYI,40.9556,28.2117,79,5175,258,2019-07-14 21:24:39.508047,55.913573591711064
TC-LOG,40.9954,28.4363,87,4500,260,2019-07-14 21:24:39.508117,39.047393237668246
TC-JJI,41.0098,28.5959,80,4575,647,2019-07-14 21:24:39.508153,30.41673098120625
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:39.508185,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:39.508213,9.418637124039439
TC-JJR,41.0017,29.3246,273,9800,247,2019-07-14 21:24:39.508243,56.57909766895209
TC-JYI,40.9556,28.2117,79,5175,258,2019-07-14 21:24:41.692929,55.913573591711064
TC-LOG,40.9954,28.4363,87,4500,260,2019-07-14 21:24:41.692990,39.047393237668246
TC-JJI,41.0098,28.5959,80,4575,647,2019-07-14 21:24:41.693021,30.41673098120625
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:41.693048,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:41.693073,9.418637124039439
TC-JJR,41.0021,29.3163,273,9650,248,2019-07-14 21:24:41.693099,55.95815178782689
TC-JYI,40.9568,28.2197,79,5075,259,2019-07-14 21:24:43.916235,55.2996052467486
TC-LOG,40.9957,28.4444,87,4425,259,2019-07-14 21:24:43.916297,38.579105860618185
TC-JJI,41.0104,28.5999,79,4550,233,2019-07-14 21:24:43.916328,30.22144860503046
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:43.916355,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:43.916380,9.418637124039439
TC-JJR,41.0024,29.3096,273,9525,249,2019-07-14 21:24:43.916406,55.45954800849279
TC-JYI,40.9568,28.2197,79,5075,259,2019-07-14 21:24:46.116161,55.2996052467486
TC-LOG,40.9957,28.4444,87,4425,259,2019-07-14 21:24:46.116232,38.579105860618185
TC-JJI,41.0104,28.5999,79,4550,233,2019-07-14 21:24:46.116268,30.22144860503046
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:46.116301,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:46.116330,9.418637124039439
TC-JJR,41.0024,29.3096,273,9525,249,2019-07-14 21:24:46.116359,55.45954800849279
TC-JYI,40.9579,28.2276,79,5000,259,2019-07-14 21:24:48.306926,54.700779567821876
TC-LOG,40.996,28.4523,87,4350,259,2019-07-14 21:24:48.306998,38.127873589187004
TC-JJI,41.0116,28.6083,79,4525,233,2019-07-14 21:24:48.307033,29.826126663912426
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:48.307066,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:48.307095,9.418637124039439
TC-JJR,41.0027,29.3049,273,9425,250,2019-07-14 21:24:48.307123,55.10531633580152
TC-JYI,40.9579,28.2276,79,5000,259,2019-07-14 21:24:50.498741,54.700779567821876
TC-LOG,40.996,28.4523,87,4350,259,2019-07-14 21:24:50.498815,38.127873589187004
TC-JJI,41.0116,28.6083,79,4525,233,2019-07-14 21:24:50.498852,29.826126663912426
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:50.498883,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:50.498912,9.418637124039439
TC-JJR,41.0029,29.3001,274,9350,251,2019-07-14 21:24:50.498942,54.7503388157679
TC-JYI,40.9591,28.2354,78,4925,258,2019-07-14 21:24:52.689151,54.10340248419697
TC-LOG,40.9963,28.461,87,4275,258,2019-07-14 21:24:52.689221,37.64082987565268
TC-JJI,41.0128,28.6174,79,4500,233,2019-07-14 21:24:52.689280,29.42195538519232
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:52.689317,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:52.689347,9.418637124039439
TC-JJR,41.0034,29.2905,274,9175,253,2019-07-14 21:24:52.689377,54.03649626174759
TC-JYI,40.9591,28.2354,78,4925,258,2019-07-14 21:24:54.874322,54.10340248419697
TC-LOG,40.9963,28.461,87,4275,258,2019-07-14 21:24:54.874396,37.64082987565268
TC-JJI,41.0128,28.6174,79,4500,233,2019-07-14 21:24:54.874431,29.42195538519232
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:54.874465,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:54.874495,9.418637124039439
TC-JJR,41.0034,29.2905,274,9175,253,2019-07-14 21:24:54.874526,54.03649626174759
TC-JYI,40.9601,28.2425,78,4850,258,2019-07-14 21:24:57.066508,53.567499237372616
TC-LOG,40.9966,28.4677,87,4200,258,2019-07-14 21:24:57.066585,37.26511566860497
TC-JJI,41.0139,28.6255,79,4475,233,2019-07-14 21:24:57.066622,29.07147561280726
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:57.066654,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:57.066684,9.418637124039439
TC-JJR,41.0037,29.2869,274,9125,254,2019-07-14 21:24:57.066714,53.76281420293043
TC-JYI,40.9601,28.2425,78,4850,258,2019-07-14 21:24:59.232206,53.567499237372616
TC-LOG,40.9966,28.4677,87,4200,258,2019-07-14 21:24:59.232271,37.26511566860497
TC-JJI,41.0132,28.6204,79,4475,233,2019-07-14 21:24:59.232303,29.291515764363975
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:24:59.232330,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:24:59.232354,9.418637124039439
TC-JJR,41.0037,29.2869,274,9125,254,2019-07-14 21:24:59.232380,53.76281420293043
TC-JYI,40.9601,28.2425,78,4850,258,2019-07-14 21:25:01.420434,53.567499237372616
TC-LOG,40.9966,28.4677,87,4200,258,2019-07-14 21:25:01.420508,37.26511566860497
TC-JJI,41.0139,28.6255,79,4475,233,2019-07-14 21:25:01.420545,29.07147561280726
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:01.420577,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:25:01.420607,9.418637124039439
TC-JJR,41.0039,29.2827,274,9050,254,2019-07-14 21:25:01.420636,53.45285727468196
TC-JYI,40.9612,28.2496,78,4775,258,2019-07-14 21:25:03.627714,53.02610971588942
TC-LOG,40.9969,28.476,87,4175,256,2019-07-14 21:25:03.627786,36.81261858011853
TC-JJI,41.0145,28.6298,79,4450,233,2019-07-14 21:25:03.627821,28.88869369390971
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:03.627853,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:25:03.627882,9.418637124039439
TC-JJR,41.0041,29.2787,274,8975,254,2019-07-14 21:25:03.627912,53.15758585252368
TC-JYI,40.9612,28.2496,78,4775,258,2019-07-14 21:25:05.817351,53.02610971588942
TC-LOG,40.9969,28.476,87,4175,256,2019-07-14 21:25:05.817423,36.81261858011853
TC-JJI,41.0145,28.6298,79,4450,233,2019-07-14 21:25:05.817458,28.88869369390971
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:05.817488,3.0007466250447163
A7-BFD,41.1758,28.7296,359,2150,162,2019-07-14 21:25:05.817517,9.418637124039439
TC-JJR,41.0041,29.2787,274,8975,254,2019-07-14 21:25:05.817547,53.15758585252368
TC-JYI,40.9626,28.2589,78,4675,258,2019-07-14 21:25:08.030234,52.32206520871142
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:08.030261,36.38674677187904
TC-JJI,41.0156,28.6379,79,4425,234,2019-07-14 21:25:08.030274,28.557179506521727
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:08.030285,3.0007466250447163
A7-BFD,41.193,28.7292,359,2150,162,2019-07-14 21:25:08.030296,7.526800751740965
TC-JJR,41.0048,29.2671,274,8825,255,2019-07-14 21:25:08.030307,52.296800325237065
TC-JYI,40.9626,28.2589,78,4675,258,2019-07-14 21:25:10.261544,52.32206520871142
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:10.261620,36.38674677187904
TC-JJI,41.0156,28.6379,79,4425,234,2019-07-14 21:25:10.261658,28.557179506521727
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:10.261690,3.0007466250447163
A7-BFD,41.193,28.7292,359,2150,162,2019-07-14 21:25:10.261718,7.526800751740965
TC-JJR,41.0048,29.2671,274,8825,255,2019-07-14 21:25:10.261748,52.296800325237065
TC-JYI,40.9636,28.2659,78,4600,257,2019-07-14 21:25:12.450704,51.79770563414682
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:12.450777,36.38674677187904
TC-JJI,41.0162,28.6424,79,4425,233,2019-07-14 21:25:12.450812,28.379754191468944
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:12.450844,3.0007466250447163
A7-BFD,41.193,28.7292,359,2150,162,2019-07-14 21:25:12.450873,7.526800751740965
TC-JJR,41.0048,29.2671,274,8825,255,2019-07-14 21:25:12.450903,52.296800325237065
TC-JYI,40.9636,28.2659,78,4600,257,2019-07-14 21:25:14.672044,51.79770563414682
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:14.672119,36.38674677187904
TC-JJI,41.0168,28.6464,79,4425,233,2019-07-14 21:25:14.672157,28.218360556327884
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:14.672190,3.0007466250447163
A7-BFD,41.193,28.7292,359,2150,162,2019-07-14 21:25:14.672220,7.526800751740965
TC-JJR,41.0048,29.2671,274,8825,255,2019-07-14 21:25:14.672250,52.296800325237065
TC-JYI,40.9649,28.2741,78,4500,257,2019-07-14 21:25:16.848941,51.17629972216812
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:16.849012,36.38674677187904
TC-JJI,41.0174,28.6508,79,4400,232,2019-07-14 21:25:16.849046,28.05098283523929
UR-PSC,41.2352,28.7283,359,1400,138,2019-07-14 21:25:16.849078,3.0007466250447163
A7-BFD,41.193,28.7292,359,2150,162,2019-07-14 21:25:16.849107,7.526800751740965
TC-JJR,41.0056,29.2534,274,8625,255,2019-07-14 21:25:16.849137,51.28711423393927
TC-JYI,40.9649,28.2741,78,4500,257,2019-07-14 21:25:19.095875,51.17629972216812
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:19.095973,36.38674677187904
TC-JJI,41.0174,28.6508,79,4400,232,2019-07-14 21:25:19.096009,28.05098283523929
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:19.096039,6.684161558918832
TC-JJR,41.0056,29.2534,274,8625,255,2019-07-14 21:25:19.096068,51.28711423393927
TC-JYI,40.9659,28.2811,79,4425,257,2019-07-14 21:25:21.338123,50.655424008924015
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:21.338195,36.38674677187904
TC-JJI,41.0179,28.6547,79,4400,231,2019-07-14 21:25:21.338234,27.909404927109378
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:21.338266,6.684161558918832
TC-JJR,41.0059,29.2485,274,8575,255,2019-07-14 21:25:21.338295,50.92658947124886
TC-JYI,40.9659,28.2811,79,4425,257,2019-07-14 21:25:23.536258,50.655424008924015
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:23.536332,36.38674677187904
TC-JJI,41.0186,28.6595,79,4375,231,2019-07-14 21:25:23.536370,27.730489798176507
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:23.536402,6.684161558918832
TC-JJR,41.0062,29.2442,274,8525,255,2019-07-14 21:25:23.536432,50.60857037557832
TC-JYI,40.9659,28.2811,79,4425,257,2019-07-14 21:25:25.728111,50.655424008924015
TC-LOG,40.9971,28.4841,87,4175,254,2019-07-14 21:25:25.728183,36.38674677187904
TC-JJI,41.0186,28.6595,79,4375,231,2019-07-14 21:25:25.728220,27.730489798176507
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:25.728250,6.684161558918832
TC-JJR,41.0062,29.2442,274,8525,255,2019-07-14 21:25:25.728280,50.60857037557832
TC-JYI,40.9671,28.2897,79,4350,257,2019-07-14 21:25:27.910029,50.01991638355037
TC-LOG,40.9933,28.5139,104,4175,245,2019-07-14 21:25:27.910052,35.3120059612933
TC-JJI,41.0191,28.6634,79,4375,231,2019-07-14 21:25:27.910063,27.59616834401502
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:27.910072,6.684161558918832
TC-JJR,41.0065,29.2394,274,8450,254,2019-07-14 21:25:27.910081,50.25645985994973
TC-JYI,40.9671,28.2897,79,4350,257,2019-07-14 21:25:30.098999,50.01991638355037
TC-LOG,40.9933,28.5139,104,4175,245,2019-07-14 21:25:30.099072,35.3120059612933
TC-JJI,41.0191,28.6634,79,4375,231,2019-07-14 21:25:30.099108,27.59616834401502
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:30.099139,6.684161558918832
TC-JJR,41.0065,29.2394,274,8450,254,2019-07-14 21:25:30.099168,50.25645985994973
TC-JYI,40.9683,28.2975,79,4250,257,2019-07-14 21:25:32.296803,49.43770448460305
TC-LOG,40.9918,28.5215,104,4150,246,2019-07-14 21:25:32.296877,35.11206585536679
TC-JJI,41.0202,28.6721,79,4350,231,2019-07-14 21:25:32.296915,27.310316876750893
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:32.296946,6.684161558918832
TC-JJR,41.007,29.2298,274,8325,254,2019-07-14 21:25:32.296976,49.56093695467768
TC-JYI,40.9683,28.2975,79,4250,257,2019-07-14 21:25:34.509937,49.43770448460305
TC-LOG,40.9918,28.5215,104,4150,246,2019-07-14 21:25:34.510009,35.11206585536679
TC-JJI,41.0202,28.6721,79,4350,231,2019-07-14 21:25:34.510047,27.310316876750893
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:34.510077,6.684161558918832
TC-JJR,41.007,29.2298,274,8325,254,2019-07-14 21:25:34.510106,49.56093695467768
TC-JYI,40.9683,28.2975,79,4250,257,2019-07-14 21:25:36.691268,49.43770448460305
TC-LOG,40.9918,28.5215,104,4150,246,2019-07-14 21:25:36.691342,35.11206585536679
TC-JJI,41.0202,28.6721,79,4350,231,2019-07-14 21:25:36.691381,27.310316876750893
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:36.691411,6.684161558918832
TC-JJR,41.007,29.2298,274,8325,254,2019-07-14 21:25:36.691441,49.56093695467768
TC-JYI,40.9693,28.3047,79,4175,257,2019-07-14 21:25:38.885215,48.910157813511944
TC-LOG,40.9904,28.5282,105,4150,244,2019-07-14 21:25:38.885316,34.95253740951464
TC-JJI,41.0208,28.6759,79,4325,231,2019-07-14 21:25:38.885355,27.17781083823341
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:38.885386,6.684161558918832
TC-JJR,41.0072,29.2266,274,8300,254,2019-07-14 21:25:38.885416,49.327725494497074
TC-JYI,40.9693,28.3047,79,4175,257,2019-07-14 21:25:41.062199,48.910157813511944
TC-LOG,40.9904,28.5282,105,4150,244,2019-07-14 21:25:41.062220,34.95253740951464
TC-JJI,41.0214,28.6802,79,4325,232,2019-07-14 21:25:41.062230,27.040422994667107
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:41.062238,6.684161558918832
TC-JJR,41.0072,29.2266,274,8300,254,2019-07-14 21:25:41.062247,49.327725494497074
TC-JYI,40.9705,28.3128,79,4150,257,2019-07-14 21:25:43.280967,48.31353749269994
TC-LOG,40.9887,28.5365,105,4150,245,2019-07-14 21:25:43.281038,34.76410374903656
TC-JJI,41.022,28.6849,79,4300,232,2019-07-14 21:25:43.281075,26.901268426985368
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:43.281106,6.684161558918832
TC-JJR,41.0079,29.216,274,8175,253,2019-07-14 21:25:43.281135,48.55544893052771
TC-JYI,40.9717,28.3209,79,4150,255,2019-07-14 21:25:45.471503,47.719504803518824
TC-LOG,40.9873,28.543,105,4150,245,2019-07-14 21:25:45.471576,34.63297274847427
TC-JJI,41.0232,28.6933,79,4275,232,2019-07-14 21:25:45.471613,26.651630414114777
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:45.471644,6.684161558918832
TC-JJR,41.0081,29.2115,273,8100,253,2019-07-14 21:25:45.471674,48.235141691167264
TC-JYI,40.9717,28.3209,79,4150,255,2019-07-14 21:25:47.660158,47.719504803518824
TC-LOG,40.9873,28.543,105,4150,245,2019-07-14 21:25:47.660228,34.63297274847427
TC-JJI,41.0232,28.6933,79,4275,232,2019-07-14 21:25:47.660265,26.651630414114777
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:47.660295,6.684161558918832
TC-JJR,41.0081,29.2115,273,8100,253,2019-07-14 21:25:47.660325,48.235141691167264
TC-JYI,40.9717,28.3209,79,4150,255,2019-07-14 21:25:49.839706,47.719504803518824
TC-LOG,40.9873,28.543,105,4150,245,2019-07-14 21:25:49.839778,34.63297274847427
TC-JJI,41.0232,28.6933,79,4275,232,2019-07-14 21:25:49.839815,26.651630414114777
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:49.839845,6.684161558918832
TC-JJR,41.0081,29.2115,273,8100,253,2019-07-14 21:25:49.839876,48.235141691167264
TC-JYI,40.9728,28.3282,78,4150,254,2019-07-14 21:25:52.024347,47.18504178607024
TC-LOG,40.9858,28.5501,105,4150,245,2019-07-14 21:25:52.024422,34.4969090747815
TC-JJI,41.0238,28.6972,78,4250,232,2019-07-14 21:25:52.024459,26.536782258084887
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:52.024490,6.684161558918832
TC-JJR,41.0081,29.2022,268,8000,254,2019-07-14 21:25:52.024520,47.60297783176729
TC-JYI,40.9728,28.3282,78,4150,254,2019-07-14 21:25:54.203029,47.18504178607024
TC-LOG,40.9858,28.5501,105,4150,245,2019-07-14 21:25:54.203101,34.4969090747815
TC-JJI,41.0246,28.7014,74,4225,231,2019-07-14 21:25:54.203139,26.400283933071517
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:54.203170,6.684161558918832
TC-JJR,41.0079,29.1974,267,7950,253,2019-07-14 21:25:54.203200,47.29164432626127
TC-JYI,40.9728,28.3282,78,4150,254,2019-07-14 21:25:56.405814,47.18504178607024
TC-LOG,40.9858,28.5501,105,4150,245,2019-07-14 21:25:56.405885,34.4969090747815
TC-JJI,41.0246,28.7014,74,4225,231,2019-07-14 21:25:56.405922,26.400283933071517
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:56.405952,6.684161558918832
TC-JJR,41.0079,29.1974,267,7950,253,2019-07-14 21:25:56.405982,47.29164432626127
TC-JYI,40.974,28.3361,78,4150,253,2019-07-14 21:25:58.616289,46.60844030690643
TC-LOG,40.9842,28.5574,105,4150,245,2019-07-14 21:25:58.616361,34.373754069836004
TC-JJI,41.0256,28.7051,71,4225,231,2019-07-14 21:25:58.616399,26.250997607317018
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:25:58.616429,6.684161558918832
TC-JJR,41.0077,29.1934,265,7900,252,2019-07-14 21:25:58.616459,47.03547708443153
TC-JYI,40.974,28.3361,78,4150,253,2019-07-14 21:26:00.889017,46.60844030690643
TC-LOG,40.9842,28.5574,105,4150,245,2019-07-14 21:26:00.889129,34.373754069836004
TC-JJI,41.0271,28.7095,63,4200,231,2019-07-14 21:26:00.889177,26.043395120491507
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:00.889213,6.684161558918832
TC-JJR,41.0077,29.1934,265,7900,252,2019-07-14 21:26:00.889310,47.03547708443153
TC-JYI,40.9751,28.3437,78,4150,253,2019-07-14 21:26:03.291338,46.06045798032123
TC-LOG,40.9826,28.565,105,4150,246,2019-07-14 21:26:03.291364,34.25105181730681
TC-JJI,41.0287,28.7131,57,4200,231,2019-07-14 21:26:03.291377,25.83573825216521
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:03.291389,6.684161558918832
TC-JJR,41.0074,29.1887,265,7850,252,2019-07-14 21:26:03.291400,46.74012678849301
TC-JYI,40.9763,28.3515,78,4150,253,2019-07-14 21:26:05.493673,45.49532682297704
TC-LOG,40.9811,28.5725,105,4150,246,2019-07-14 21:26:05.493746,34.13409289293367
TC-JJI,41.0306,28.7165,51,4200,231,2019-07-14 21:26:05.493783,25.599368127217307
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:05.493813,6.684161558918832
TC-JJR,41.0066,29.179,262,7750,251,2019-07-14 21:26:05.493843,46.147606273563824
TC-JYI,40.9763,28.3515,78,4150,253,2019-07-14 21:26:07.674013,45.49532682297704
TC-LOG,40.9811,28.5725,105,4150,246,2019-07-14 21:26:07.674079,34.13409289293367
TC-JJI,41.0306,28.7165,51,4200,231,2019-07-14 21:26:07.674112,25.599368127217307
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:07.674140,6.684161558918832
TC-JJR,41.0066,29.179,262,7750,251,2019-07-14 21:26:07.674167,46.147606273563824
TC-JYI,40.9763,28.3515,78,4150,253,2019-07-14 21:26:09.860765,45.49532682297704
TC-LOG,40.9811,28.5725,105,4150,246,2019-07-14 21:26:09.860838,34.13409289293367
TC-JJI,41.0326,28.7194,46,4175,231,2019-07-14 21:26:09.860873,25.35785707283836
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:09.860904,6.684161558918832
TC-JJR,41.0061,29.1747,261,7700,251,2019-07-14 21:26:09.860935,45.89712338857369
TC-JYI,40.9763,28.3515,78,4150,253,2019-07-14 21:26:12.072743,45.49532682297704
TC-LOG,40.9811,28.5725,105,4150,246,2019-07-14 21:26:12.072814,34.13409289293367
TC-JJI,41.0326,28.7194,46,4175,231,2019-07-14 21:26:12.072850,25.35785707283836
A7-BFD,41.2007,28.729,359,2150,162,2019-07-14 21:26:12.072880,6.684161558918832
TC-JJR,41.0061,29.1747,261,7700,251,2019-07-14 21:26:12.072910,45.89712338857369
TC-JYI,40.9774,28.3588,78,4150,253,2019-07-14 21:26:14.264187,44.97076629584094
TC-LOG,40.9798,28.5783,105,4150,246,2019-07-14 21:26:14.264263,34.066122166254765
TC-JJI,41.0378,28.7249,33,4150,229,2019-07-14 21:26:14.264300,24.74914836756962
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:14.264332,2.9803925197901315
TC-JJR,41.0055,29.1701,260,7650,251,2019-07-14 21:26:14.264363,45.635366028004135
TC-JYI,40.9774,28.3588,78,4150,253,2019-07-14 21:26:16.449237,44.97076629584094
TC-LOG,40.9798,28.5783,105,4150,246,2019-07-14 21:26:16.449348,34.066122166254765
TC-JJI,41.0378,28.7249,33,4150,229,2019-07-14 21:26:16.449386,24.74914836756962
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:16.449417,2.9803925197901315
TC-JJR,41.0055,29.1701,260,7650,251,2019-07-14 21:26:16.449447,45.635366028004135
TC-JYI,40.9785,28.3662,78,4150,253,2019-07-14 21:26:18.635642,44.44283581221776
TC-LOG,40.978,28.5867,105,4150,246,2019-07-14 21:26:18.635718,33.972344056221644
TC-JJI,41.0403,28.7268,28,4150,228,2019-07-14 21:26:18.635757,24.462387602305316
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:18.635788,2.9803925197901315
TC-JJR,41.0041,29.1611,258,7550,250,2019-07-14 21:26:18.635818,45.14452041991501
TC-JYI,40.9797,28.3738,78,4150,253,2019-07-14 21:26:20.858509,43.897954121416724
TC-LOG,40.9766,28.5942,104,4150,246,2019-07-14 21:26:20.858583,33.88029492498786
TC-JJI,41.0431,28.7283,21,4150,228,2019-07-14 21:26:20.858619,24.14479654850755
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:20.858651,2.9803925197901315
TC-JJR,41.0034,29.1566,258,7500,250,2019-07-14 21:26:20.858680,44.90202655870453
TC-JYI,40.9797,28.3738,78,4150,253,2019-07-14 21:26:23.055988,43.897954121416724
TC-LOG,40.9766,28.5942,104,4150,246,2019-07-14 21:26:23.056062,33.88029492498786
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:23.056100,2.9803925197901315
TC-JJI,41.0461,28.7294,14,4150,227,2019-07-14 21:26:23.056132,23.80703093420362
TC-JJR,41.0027,29.1521,258,7450,250,2019-07-14 21:26:23.056163,44.66152795595169
TC-JYI,40.9797,28.3738,78,4150,253,2019-07-14 21:26:25.236506,43.897954121416724
TC-LOG,40.9766,28.5942,104,4150,246,2019-07-14 21:26:25.236578,33.88029492498786
A7-BFD,41.2354,28.7283,359,1025,137,2019-07-14 21:26:25.236614,2.9803925197901315
TC-JJI,41.0461,28.7294,14,4150,227,2019-07-14 21:26:25.236645,23.80703093420362
TC-JJR,41.0027,29.1521,258,7450,250,2019-07-14 21:26:25.236675,44.66152795595169
TC-JYI,40.9808,28.3816,78,4150,253,2019-07-14 21:26:27.451299,43.35228507560369
TC-LOG,40.9755,28.6016,101,4150,246,2019-07-14 21:26:27.451373,33.77205338376023
